Date,Time,PU_Address,DO_Address,Routing Details,PU_Address,Status
08/24/2014,03:30 PM,"La Guardia Airport, American Airlines;","327 East 3rd Street, BK NY; ","PU: La Guardia Airport, American Airlines; DO: 327 East 3rd Street, BK NY; ","La Guardia Airport, American Airlines; DO: 327 East 3rd Street, BK NY; ",Assigned
08/24/2014,05:00 PM,"248 Windsor Pl., BK NY;",John F Kennedy International Airport; ,"PU: 248 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ","248 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/24/2014,06:00 PM,"439 17 St., BK NY;",La Guardia Airport; ,"PU: 439 17 St., BK NY; DO: La Guardia Airport; ","439 17 St., BK NY; DO: La Guardia Airport; ",Assigned
08/25/2014,06:30 AM,"2278 80th Street, BK NY;","Newark Liberty International Airport, United Airlines; ","PU: 2278 80th Street, BK NY; DO: Newark Liberty International Airport, United Airlines; ","2278 80th Street, BK NY; DO: Newark Liberty International Airport, United Airlines; ",Assigned
08/25/2014,11:30 AM,"2163 68th Street, BK NY;","6203 Fort Hamilton Pkwy, BK NY; ","PU: 2163 68th Street, BK NY; DO: 6203 Fort Hamilton Pkwy, BK NY; ","2163 68th Street, BK NY; DO: 6203 Fort Hamilton Pkwy, BK NY; ",Assigned
08/25/2014,01:25 PM,La Guardia Airport;,"15435 64th Ave, Flushing NY; ","PU: La Guardia Airport; DO: 15435 64th Ave, Flushing NY; ","La Guardia Airport; DO: 15435 64th Ave, Flushing NY; ",Assigned
08/25/2014,04:30 PM,"La Guardia Airport, Southwest Airlines;","571 17th Street, BK NY; ","PU: La Guardia Airport, Southwest Airlines; DO: 571 17th Street, BK NY; ","La Guardia Airport, Southwest Airlines; DO: 571 17th Street, BK NY; ",Cancelled
08/25/2014,06:25 PM,"John F Kennedy International Airport, Japan Airlines;","91 Bleeker St., Newark NJ; ","PU: John F Kennedy International Airport, Japan Airlines; DO: 91 Bleeker St., Newark NJ; ","John F Kennedy International Airport, Japan Airlines; DO: 91 Bleeker St., Newark NJ; ",Assigned
08/25/2014,07:30 PM,"100 Ocean Pkwy., BK NY;","John F Kennedy International Airport, Air France; ","PU: 100 Ocean Pkwy., BK NY; DO: John F Kennedy International Airport, Air France; ","100 Ocean Pkwy., BK NY; DO: John F Kennedy International Airport, Air France; ",Cancelled
08/26/2014,08:40 AM,"Holiday Inn, 51 Nassau St., NY NY;","W 34th St (11th Ave & 12th Ave), NY NY; ","PU: Holiday Inn, 51 Nassau St., NY NY; DO: W 34th St (11th Ave & 12th Ave), NY NY; ","Holiday Inn, 51 Nassau St., NY NY; DO: W 34th St (11th Ave & 12th Ave), NY NY; ",Arrived
08/26/2014,10:00 AM,"Best Western Hotel, 522 W38 St., NY NY;","Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ","PU: Best Western Hotel, 522 W38 St., NY NY; DO: Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ","Best Western Hotel, 522 W38 St., NY NY; DO: Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ",Arrived
08/26/2014,02:00 PM,"277 Rugby Road, BK NY;",John F Kennedy International Airport; ,"PU: 277 Rugby Road, BK NY; DO: John F Kennedy International Airport; ","277 Rugby Road, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/27/2014,03:30 AM,"297 LENOX ROAD, BK NY;",John F Kennedy International Airport; ,"PU: 297 LENOX ROAD, BK NY; DO: John F Kennedy International Airport; ","297 LENOX ROAD, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/27/2014,06:00 AM,"2539 Eastchester Road, Bronx NY;",La Guardia Airport; ,"PU: 2539 Eastchester Road, Bronx NY; DO: La Guardia Airport; ","2539 Eastchester Road, Bronx NY; DO: La Guardia Airport; ",Arrived
08/28/2014,04:15 AM,"470 Prospect Ave., BK NY;",La Guardia Airport; ,"PU: 470 Prospect Ave., BK NY; DO: La Guardia Airport; ","470 Prospect Ave., BK NY; DO: La Guardia Airport; ",Arrived
08/28/2014,05:15 AM,"351 E 91 Street, BK NY;",Newark Liberty International Airport; ,"PU: 351 E 91 Street, BK NY; DO: Newark Liberty International Airport; ","351 E 91 Street, BK NY; DO: Newark Liberty International Airport; ",Arrived
08/28/2014,08:15 AM,"607 20 St., BK NY;",John F Kennedy International Airport; ,"PU: 607 20 St., BK NY; DO: John F Kennedy International Airport; ","607 20 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/28/2014,01:30 PM,"140 Cadman Plaza West, BK NY;",John F Kennedy International Airport; ,"PU: 140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ","140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/28/2014,01:45 PM,"1712 10 Ave., BK NY;","E34 St. & Lexington Ave., NY NY; ","PU: 1712 10 Ave., BK NY; DO: E34 St. & Lexington Ave., NY NY; ","1712 10 Ave., BK NY; DO: E34 St. & Lexington Ave., NY NY; ",Assigned
08/28/2014,09:30 PM,"John F Kennedy International Airport, KLM Royal Dutch Airlines;","445 17th Street, BK NY; ","PU: John F Kennedy International Airport, KLM Royal Dutch Airlines; DO: 445 17th Street, BK NY; ","John F Kennedy International Airport, KLM Royal Dutch Airlines; DO: 445 17th Street, BK NY; ",Arrived
08/29/2014,07:30 AM,"31 E 2 St., BK NY;","3718 Henry Hudson Pkwy., BX NY; ","PU: 31 E 2 St., BK NY; DO: 3718 Henry Hudson Pkwy., BX NY; ","31 E 2 St., BK NY; DO: 3718 Henry Hudson Pkwy., BX NY; ",Arrived
08/29/2014,12:30 PM,"245 Park Ave./E46 St., NY NY;",John F Kennedy International Airport; ,"PU: 245 Park Ave./E46 St., NY NY; DO: John F Kennedy International Airport; ","245 Park Ave./E46 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
08/29/2014,12:45 PM,"587 17 St., BK NY;",Newark Liberty International Airport; ,"PU: 587 17 St., BK NY; DO: Newark Liberty International Airport; ","587 17 St., BK NY; DO: Newark Liberty International Airport; ",Assigned
08/29/2014,04:45 PM,"6203 Ft. Hamilton Pkwy., BK NY;","2163 68 St., BK NY; ","PU: 6203 Ft. Hamilton Pkwy., BK NY; DO: 2163 68 St., BK NY; ","6203 Ft. Hamilton Pkwy., BK NY; DO: 2163 68 St., BK NY; ",Arrived
08/30/2014,05:00 AM,"1455 St Johns Pl., BK NY;",John F Kennedy International Airport; ,"PU: 1455 St Johns Pl., BK NY; DO: John F Kennedy International Airport; ","1455 St Johns Pl., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/30/2014,07:00 AM,"Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA;","John F Kennedy International Airport, vitona Airlines; ","PU: Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; DO: John F Kennedy International Airport, vitona Airlines; ","Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; DO: John F Kennedy International Airport, vitona Airlines; ",Assigned
08/30/2014,03:30 PM,"275 6 Ave., BK NY;",John F Kennedy International Airport; ,"PU: 275 6 Ave., BK NY; DO: John F Kennedy International Airport; ","275 6 Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/30/2014,05:00 PM,,,"DO: Four Points Hotel, 66 Charlton Street, NY NY; PU: John F Kennedy International Airport, ANA; ","Four Points Hotel, 66 Charlton Street, NY NY; PU: John F Kennedy International Airport, ANA; ",Arrived
08/30/2014,08:30 PM,"1770 63 St., BK NY;","577 St Johns Pl., BK NY; ","PU: 1770 63 St., BK NY; DO: 577 St Johns Pl., BK NY; ","1770 63 St., BK NY; DO: 577 St Johns Pl., BK NY; ",Arrived
08/31/2014,01:10 PM,"615 18 St., BK NY;","330 E 38 St., NY NY; ","PU: 615 18 St., BK NY; DO: 330 E 38 St., NY NY; ","615 18 St., BK NY; DO: 330 E 38 St., NY NY; ",Assigned
09/01/2014,12:55 PM,John F Kennedy International Airport;,"607 20 St., BK NY; ","PU: John F Kennedy International Airport; DO: 607 20 St., BK NY; ","John F Kennedy International Airport; DO: 607 20 St., BK NY; ",Assigned
09/01/2014,01:30 PM,"642 Flatbush Ave, BK NY;","133 Linden St., BK NY; ","PU: 642 Flatbush Ave, BK NY; DO: 133 Linden St., BK NY; ","642 Flatbush Ave, BK NY; DO: 133 Linden St., BK NY; ",Assigned
09/01/2014,04:30 PM,"151 E4 St., BK NY;",John F Kennedy International Airport; ,"PU: 151 E4 St., BK NY; DO: John F Kennedy International Airport; ","151 E4 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/01/2014,06:00 PM,"Newark Liberty International Airport, United Airlines;","587 17 St., BK NY; ","PU: Newark Liberty International Airport, United Airlines; DO: 587 17 St., BK NY; ","Newark Liberty International Airport, United Airlines; DO: 587 17 St., BK NY; ",Arrived
09/01/2014,07:30 PM,"266 Prospect Park W., BK NY;","4119 Ave. V, BK NY; ","PU: 266 Prospect Park W., BK NY; DO: 4119 Ave. V, BK NY; ","266 Prospect Park W., BK NY; DO: 4119 Ave. V, BK NY; ",Arrived
09/01/2014,09:30 PM,"2201 Amsterdam Ave./W169 St., NY NY;",John F Kennedy International Airport; ,"PU: 2201 Amsterdam Ave./W169 St., NY NY; DO: John F Kennedy International Airport; ","2201 Amsterdam Ave./W169 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
09/02/2014,11:05 AM,"2163 68th Street, BK NY;","6203 Fort hamilton Pkwy, BK NY; ","PU: 2163 68th Street, BK NY; DO: 6203 Fort hamilton Pkwy, BK NY; ","2163 68th Street, BK NY; DO: 6203 Fort hamilton Pkwy, BK NY; ",Arrived
09/02/2014,02:00 PM,"1500 2 Ave./E77 St., NY NY; ST: 310 E105 St., NY NY;","336 E86 St., NY NY; ","PU: 1500 2 Ave./E77 St., NY NY; ST: 310 E105 St., NY NY; DO: 336 E86 St., NY NY; ","1500 2 Ave./E77 St., NY NY; ST: 310 E105 St., NY NY; DO: 336 E86 St., NY NY; ",Arrived
09/02/2014,03:30 PM,"John F Kennedy International Airport, vitona Eastern Airlines;","501 Lexington Ave., NY NY; ","PU: John F Kennedy International Airport, vitona Eastern Airlines; DO: 501 Lexington Ave., NY NY; ","John F Kennedy International Airport, vitona Eastern Airlines; DO: 501 Lexington Ave., NY NY; ",Assigned
09/02/2014,06:15 PM,"6701 11 Ave., BK NY;","2057 E19 St, BK NY; ","PU: 6701 11 Ave., BK NY; DO: 2057 E19 St, BK NY; ","6701 11 Ave., BK NY; DO: 2057 E19 St, BK NY; ",Assigned
09/03/2014,12:15 PM,"35 McDonald Ave., BK NY;",John F Kennedy International Airport; ,"PU: 35 McDonald Ave., BK NY; DO: John F Kennedy International Airport; ","35 McDonald Ave., BK NY; DO: John F Kennedy International Airport; ",Cancelled
09/03/2014,01:50 PM,"66 Charlton Street, NY NY;","La Guardia Airport, United Airlines; ","PU: 66 Charlton Street, NY NY; DO: La Guardia Airport, United Airlines; ","66 Charlton Street, NY NY; DO: La Guardia Airport, United Airlines; ",Arrived
09/03/2014,03:30 PM,"John F Kennedy International Airport, vitona Eastern Airlines;","501 Lexington Ave., NY NY; ","PU: John F Kennedy International Airport, vitona Eastern Airlines; DO: 501 Lexington Ave., NY NY; ","John F Kennedy International Airport, vitona Eastern Airlines; DO: 501 Lexington Ave., NY NY; ",Arrived
09/04/2014,10:00 AM,,,"PU: 343 W39 St., NY NY; ST: 3 E40 St., NY NY; ST: 356 W58 St,, NY NY; ST: 545 W22 St., NY NY; ","343 W39 St., NY NY; ST: 3 E40 St., NY NY; ST: 356 W58 St,, NY NY; ST: 545 W22 St., NY NY; ",Arrived
09/04/2014,06:00 PM,"636 Kosciuszko Street, BK NY;",La Guardia Airport; ,"PU: 636 Kosciuszko Street, BK NY; DO: La Guardia Airport; ","636 Kosciuszko Street, BK NY; DO: La Guardia Airport; ",Assigned
09/05/2014,06:30 AM,"John F Kennedy International Airport, Delta Air Lines;","130 W 44th St., NY NY; ","PU: John F Kennedy International Airport, Delta Air Lines; DO: 130 W 44th St., NY NY; ","John F Kennedy International Airport, Delta Air Lines; DO: 130 W 44th St., NY NY; ",Cancelled
09/05/2014,07:45 AM,"1825 Foster Ave., BK NY;",John F Kennedy International Airport; ,"PU: 1825 Foster Ave., BK NY; DO: John F Kennedy International Airport; ","1825 Foster Ave., BK NY; DO: John F Kennedy International Airport; ",Assigned
09/05/2014,10:00 AM,,,"PU: 343 W39 St., NY NY; ","343 W39 St., NY NY; ",Arrived
09/05/2014,11:00 AM,,,"PU: The Empire Hotel, 44 West 63rd Street, NY NY; ","The Empire Hotel, 44 West 63rd Street, NY NY; ",Assigned
09/06/2014,09:00 AM,,,"PU: Dylan Hotel, 52 East 41st Street, NY NY; ","Dylan Hotel, 52 East 41st Street, NY NY; ",Assigned
09/06/2014,12:00 PM,"642 76th Street, BK NY;",John F Kennedy International Airport; ,"PU: 642 76th Street, BK NY; DO: John F Kennedy International Airport; ","642 76th Street, BK NY; DO: John F Kennedy International Airport; ",Cancelled
09/06/2014,10:45 PM,"912 65 St., BK NY;","304 W117 St., NY NY; ","PU: 912 65 St., BK NY; DO: 304 W117 St., NY NY; ","912 65 St., BK NY; DO: 304 W117 St., NY NY; ",Arrived
09/07/2014,09:30 AM,,,"PU: 52 East 41st Street, NY NY; ","52 East 41st Street, NY NY; ",Assigned
09/07/2014,01:30 PM,"363 17 St., BK NY;",La Guardia Airport; ,"PU: 363 17 St., BK NY; DO: La Guardia Airport; ","363 17 St., BK NY; DO: La Guardia Airport; ",Arrived
09/07/2014,05:00 PM,"La Guardia Airport, United Airlines;","Seton Hotel, 144 East 40th Street, NY NY; ","PU: La Guardia Airport, United Airlines; DO: Seton Hotel, 144 East 40th Street, NY NY; ","La Guardia Airport, United Airlines; DO: Seton Hotel, 144 East 40th Street, NY NY; ",Arrived
09/08/2014,09:00 AM,,,"PU: 52 East 41st Street, NY NY; ","52 East 41st Street, NY NY; ",Assigned
09/08/2014,11:00 AM,"444 W49 St., NY NY;",John F Kennedy International Airport; ,"PU: 444 W49 St., NY NY; DO: John F Kennedy International Airport; ","444 W49 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
09/08/2014,12:45 PM,"176 Seeley St., BK NY;",John F Kennedy International Airport; ,"PU: 176 Seeley St., BK NY; DO: John F Kennedy International Airport; ","176 Seeley St., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/09/2014,09:30 AM,"Seton Hotel, 144 East 40th Street, NY NY;","John F Kennedy International Airport, ANA; ","PU: Seton Hotel, 144 East 40th Street, NY NY; DO: John F Kennedy International Airport, ANA; ","Seton Hotel, 144 East 40th Street, NY NY; DO: John F Kennedy International Airport, ANA; ",Arrived
09/09/2014,09:45 AM,"6123 Ft. Hamilton Pkwy., BK NY;",John F Kennedy International Airport; ,"PU: 6123 Ft. Hamilton Pkwy., BK NY; DO: John F Kennedy International Airport; ","6123 Ft. Hamilton Pkwy., BK NY; DO: John F Kennedy International Airport; ",Assigned
09/09/2014,02:15 PM,"32-14 Astoria Blvd., Astoria NY;",John F Kennedy International Airport; ,"PU: 32-14 Astoria Blvd., Astoria NY; DO: John F Kennedy International Airport; ","32-14 Astoria Blvd., Astoria NY; DO: John F Kennedy International Airport; ",Cancelled
09/09/2014,03:30 PM,"437 Prospect Ave., BK NY;",John F Kennedy International Airport; ,"PU: 437 Prospect Ave., BK NY; DO: John F Kennedy International Airport; ","437 Prospect Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/10/2014,08:00 AM,"402 W46 St., NY NY;",John F Kennedy International Airport; ,"PU: 402 W46 St., NY NY; DO: John F Kennedy International Airport; ","402 W46 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
09/11/2014,05:30 AM,"679 18 St., BK NY;",La Guardia Airport; ,"PU: 679 18 St., BK NY; DO: La Guardia Airport; ","679 18 St., BK NY; DO: La Guardia Airport; ",Arrived
09/11/2014,12:30 PM,"112 Dean St., BK NY;",La Guardia Airport; ,"PU: 112 Dean St., BK NY; DO: La Guardia Airport; ","112 Dean St., BK NY; DO: La Guardia Airport; ",Arrived
09/12/2014,03:30 AM,"253 Windsor Pl., BK NY;",La Guardia Airport; ,"PU: 253 Windsor Pl., BK NY; DO: La Guardia Airport; ","253 Windsor Pl., BK NY; DO: La Guardia Airport; ",Arrived
09/13/2014,07:00 PM,"163 Ocean Ave., BK NY;",John F Kennedy International Airport; ,"PU: 163 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ","163 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ",Assigned
09/13/2014,08:00 PM,"1618 10 Ave., BK NY;",John F Kennedy International Airport; ,"PU: 1618 10 Ave., BK NY; DO: John F Kennedy International Airport; ","1618 10 Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/13/2014,09:30 PM,"John F Kennedy International Airport, Korean Air;","Flushing Ave., BK NY; ","PU: John F Kennedy International Airport, Korean Air; DO: Flushing Ave., BK NY; ","John F Kennedy International Airport, Korean Air; DO: Flushing Ave., BK NY; ",Arrived
09/15/2014,08:00 PM,"John F Kennedy International Airport, Delta Air Lines;","Odiaaro Suite, 746 Putnam Ave., BK NY; ","PU: John F Kennedy International Airport, Delta Air Lines; DO: Odiaaro Suite, 746 Putnam Ave., BK NY; ","John F Kennedy International Airport, Delta Air Lines; DO: Odiaaro Suite, 746 Putnam Ave., BK NY; ",Arrived
09/15/2014,09:30 PM,"550 20 St., BK NY;","532 5 Ave., BK NY; ","PU: 550 20 St., BK NY; DO: 532 5 Ave., BK NY; ","550 20 St., BK NY; DO: 532 5 Ave., BK NY; ",Arrived
09/17/2014,12:35 PM,"Base, 266 Prospect Park West, BK NY;","601 W26 St., NY NY; ","PU: Base, 266 Prospect Park West, BK NY; DO: 601 W26 St., NY NY; ","Base, 266 Prospect Park West, BK NY; DO: 601 W26 St., NY NY; ",Assigned
09/17/2014,04:30 PM,"266 Prospect Park West, BK NY;","168 Lafayette Avenue, BK NY; ","PU: 266 Prospect Park West, BK NY; DO: 168 Lafayette Avenue, BK NY; ","266 Prospect Park West, BK NY; DO: 168 Lafayette Avenue, BK NY; ",Assigned
09/18/2014,08:30 PM,"278 Prospect Park West, BK NY;","250 Park Ave. South, NY NY; ","PU: 278 Prospect Park West, BK NY; DO: 250 Park Ave. South, NY NY; ","278 Prospect Park West, BK NY; DO: 250 Park Ave. South, NY NY; ",Cancelled
09/18/2014,09:30 PM,"411 17 sSt., BK NY;","664 Madison St., BK NY; ","PU: 411 17 sSt., BK NY; DO: 664 Madison St., BK NY; ","411 17 sSt., BK NY; DO: 664 Madison St., BK NY; ",Assigned
09/18/2014,11:30 PM,"137 Ludlow Street, NY NY;","Odiaaro Suite, 746 Putnam Ave., BK NY; ","PU: 137 Ludlow Street, NY NY; DO: Odiaaro Suite, 746 Putnam Ave., BK NY; ","137 Ludlow Street, NY NY; DO: Odiaaro Suite, 746 Putnam Ave., BK NY; ",Arrived
09/19/2014,06:45 AM,"829 Greenwood Avenue, Brooklyn NY;",John F Kennedy International Airport; ,"PU: 829 Greenwood Avenue, Brooklyn NY; DO: John F Kennedy International Airport; ","829 Greenwood Avenue, Brooklyn NY; DO: John F Kennedy International Airport; ",Arrived
09/19/2014,05:25 PM,"266 Prospect Park West, BK NY;","150 Eastern Pkwy., BK NY; ","PU: 266 Prospect Park West, BK NY; DO: 150 Eastern Pkwy., BK NY; ","266 Prospect Park West, BK NY; DO: 150 Eastern Pkwy., BK NY; ",Arrived
09/20/2014,11:45 AM,"Pennsylvania Hotel, 401 7th Ave., NY NY;","John F Kennedy International Airport, Cathay Pacific Airways; ","PU: Pennsylvania Hotel, 401 7th Ave., NY NY; DO: John F Kennedy International Airport, Cathay Pacific Airways; ","Pennsylvania Hotel, 401 7th Ave., NY NY; DO: John F Kennedy International Airport, Cathay Pacific Airways; ",Cancelled
09/22/2014,05:45 AM,"1825 Foster Ave., BK NY;",John F Kennedy International Airport; ,"PU: 1825 Foster Ave., BK NY; DO: John F Kennedy International Airport; ","1825 Foster Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/22/2014,07:00 AM,"746 Putnam Avenue, BK NY;",John F Kennedy International Airport; ,"PU: 746 Putnam Avenue, BK NY; DO: John F Kennedy International Airport; ","746 Putnam Avenue, BK NY; DO: John F Kennedy International Airport; ",Arrived
09/23/2014,09:30 AM,"Fairfield Inn, 156-08 Rockaway Blvd., Jamaica NY;","Fairfield Inn., 2927 40th Rd., Long Island City NY; ","PU: Fairfield Inn, 156-08 Rockaway Blvd., Jamaica NY; DO: Fairfield Inn., 2927 40th Rd., Long Island City NY; ","Fairfield Inn, 156-08 Rockaway Blvd., Jamaica NY; DO: Fairfield Inn., 2927 40th Rd., Long Island City NY; ",Arrived
09/23/2014,12:00 PM,"61 Ave W, Brooklyn NY;",John F Kennedy International Airport; ,"PU: 61 Ave W, Brooklyn NY; DO: John F Kennedy International Airport; ","61 Ave W, Brooklyn NY; DO: John F Kennedy International Airport; ",Arrived
09/23/2014,06:45 PM,"279 Prospect Park West, BK NY; ST: W41 St./ 10 Ave., NY NY;","310 W52 St., NY NY; ","PU: 279 Prospect Park West, BK NY; ST: W41 St./ 10 Ave., NY NY; DO: 310 W52 St., NY NY; ","279 Prospect Park West, BK NY; ST: W41 St./ 10 Ave., NY NY; DO: 310 W52 St., NY NY; ",Arrived
09/24/2014,08:00 AM,"310 W52 St., NY NY;",Newark Liberty International Airport; ,"PU: 310 W52 St., NY NY; DO: Newark Liberty International Airport; ","310 W52 St., NY NY; DO: Newark Liberty International Airport; ",Arrived
09/25/2014,12:00 PM,"907 59 St., BK NY; ST: W66 St./Broadway, NY NY;",John F Kennedy International Airport; ,"PU: 907 59 St., BK NY; ST: W66 St./Broadway, NY NY; DO: John F Kennedy International Airport; ","907 59 St., BK NY; ST: W66 St./Broadway, NY NY; DO: John F Kennedy International Airport; ",Arrived
09/26/2014,04:00 PM,"20 West St., NY NY;",La Guardia Airport; ,"PU: 20 West St., NY NY; DO: La Guardia Airport; ","20 West St., NY NY; DO: La Guardia Airport; ",Assigned
09/27/2014,05:00 AM,"474 Sackett Street, BK NY;","John F Kennedy International Airport, Virgin Amercia; ","PU: 474 Sackett Street, BK NY; DO: John F Kennedy International Airport, Virgin Amercia; ","474 Sackett Street, BK NY; DO: John F Kennedy International Airport, Virgin Amercia; ",Arrived
09/27/2014,08:00 AM,"474 Sackett Street, BK NY;","Newark Liberty International Airport, Virgin America; ","PU: 474 Sackett Street, BK NY; DO: Newark Liberty International Airport, Virgin America; ","474 Sackett Street, BK NY; DO: Newark Liberty International Airport, Virgin America; ",Arrived
09/28/2014,09:00 PM,"152 7 Ave., BK NY;",Grand Central Station ; ,"PU: 152 7 Ave., BK NY; DO: Grand Central Station ; ","152 7 Ave., BK NY; DO: Grand Central Station ; ",Assigned
